Question,Answer
장애인 생활이동지원센터의 지원을 받으려면 어떤 조건이 필요한가요?,장애인 생활이동지원센터의 지원을 받기 위해서는 등록장애인이어야 합니다. 자세한 사항은 가까운 지역 센터에 문의하시면 됩니다. 이와 관련한 제도는 장애인 생활이동지원센터입니다. 참고해주세요.
제가 거주하는 지역에서 장애인 이동지원 서비스를 신청하고 싶습니다. 어디로 연락해야 하나요?,"거주하시는 지역에서 장애인 이동지원 서비스를 신청하고 싶으시다면, 해당 지역의 장애인 생활이동지원센터로 연락하셔서 신청하시면 됩니다. 이와 관련한 제도는 장애인 생활이동지원센터입니다. 참고해주세요."
집 근처에서 장애인 이동보조 서비스를 받으려면 어떻게 해야 하나요?,"집 근처에서 장애인 이동보조 서비스를 받으시려면, 가까운 장애인 생활이동지원센터에 연결하여 필요한 서비스를 신청하시면 됩니다. 이와 관련한 제도는 장애인 생활이동지원센터입니다. 참고해주세요."
어떤 경우에 장애인 자동차 표지를 발급받을 수 있나요?,"장애인 본인 또는 동거하는 가족(배우자, 직계존·비속, 그 배우자, 배우자의 직계존·비속, 형제·자매) 명의로 등록되어 있고 장애인이 주로 사용하는 1대의 자동차, 그리고 장애인복지시설 및 단체 명의의 자동차에 한해 발급이 가능합니다. 이와 관련한 제도는 장애인 자동차 표지 발급입니다. 참고해주세요."
장애인전용 주차구역을 이용하고 싶은데 어떻게 해야 하나요?,장애인전용 주차구역을 이용하고자 한다면 보건복지상담센터에 문의하거나 장애인 자동차 표지를 발급받아야 합니다. 이 표지는 장애인이 탑승한 경우에만 유효합니다. 이와 관련한 제도는 장애인 자동차 표지 발급입니다. 참고해주세요.
장애인 자동차 표지는 어디에서 신청할 수 있나요?,읍면동 주민센터(행정복지센터)에서 장애인 자동차 표지를 신청할 수 있습니다. 이와 관련한 제도는 장애인 자동차 표지 발급입니다. 참고해주세요.
장애인 자동차 표지를 발급받으려면 어떤 문서가 필요한가요?,"발급 절차와 필요 서류는 주민센터에서 확인할 수 있으며, 일반적으로 장애인등록증 또는 장애인증명서와 같은 증빙 서류가 필요할 수 있습니다. 이와 관련한 제도는 장애인 자동차 표지 발급입니다. 참고해주세요."
장애인이 아닌 보호자가 장애인 자동차 표지를 사용할 수 있나요?,보호자는 장애인과 동거하고 있으며 장애인이 주로 사용하는 차량에 대해서만 장애인 자동차 표지를 사용할 수 있습니다. 그러나 장애인이 탑승하지 않은 상태에서는 표지의 효력이 인정되지 않습니다. 이와 관련한 제도는 장애인 자동차 표지 발급입니다. 참고해주세요.
장애인 자동차 표지의 효력이 있는 경우는 언제인가요?,장애인이 차량에 탑승한 경우에만 장애인 자동차 표지의 효력을 인정받아 장애인전용 주차구역에 주차가 가능합니다. 이와 관련한 제도는 장애인 자동차 표지 발급입니다. 참고해주세요.
장애인 자동차 표지에 대해 더 알아보고 싶으면 어디로 연락해야 하나요?,자동차 표지와 관련된 자세한 정보는 보건복지상담센터(☎129)에 전화하여 문의하실 수 있습니다. 이와 관련한 제도는 장애인 자동차 표지 발급입니다. 참고해주세요.
장애인복지시설이나 단체에서도 장애인 자동차 표지를 신청할 수 있나요?,"네, 장애인복지시설이나 단체 명의로 된 자동차도 장애인 자동차 표지를 신청할 수 있습니다. 이와 관련한 제도는 장애인 자동차 표지 발급입니다. 참고해주세요."
장애인 자동차 표지를 받기 위한 주요 조건이 무엇인가요?,장애인이 주로 사용하는 자동차로 장애인 또는 장애인과 동거하는 가족 명의로 등록되어 있어야 합니다. 이와 관련한 제도는 장애인 자동차 표지 발급입니다. 참고해주세요.
장애인이 운전을 못 해도 장애인 자동차 표지를 받을 수 있나요?,"네, 운전 가능 여부와 관계 없이 장애인 명의의 차량이나 동거 가족 명의의 차량에 대해 장애인 자동차 표지를 발급받을 수 있습니다. 이와 관련한 제도는 장애인 자동차 표지 발급입니다. 참고해주세요."
"저는 장애를 가진 성인인데요, 제가 자립자금을 저금리로 빌릴 수 있는 방법이 있나요?","기준 중위소득 50% 초과 100% 이하인 가구의 만 19세 이상 등록장애인은 최대 1,200만 원까지 무보증 대출을, 최대 5,000만 원까지 담보 대출을 2%의 저금리로 대여받을 수 있습니다. 이와 관련한 제도는 장애인 자립자금 대여입니다. 참고해주세요."
왜 장애인 자립자금 대출을 받으려면 주민센터에 방문해야 하나요?,"주민센터나 온라인을 통해 신청할 경우, 시군구에서 신청자의 소득재산조사 및 대여목적 등을 검토하여 융자 추천 여부를 결정하기 때문입니다. 이와 관련한 제도는 장애인 자립자금 대여입니다. 참고해주세요."
출퇴근용 자동차를 구입하고 싶은데 장애인 자립자금 대여를 이용할 수 있나요?,"네, 본인 명의 또는 가족과의 공동명의로 출퇴근용 자동차 구입비를 위해 장애인 자립자금 대여를 이용할 수 있습니다. 이와 관련한 제도는 장애인 자립자금 대여입니다. 참고해주세요."
장애인 자립자금 대여 신청 후 대출 승인 과정은 어떻게 되나요?,"주민센터에 신청 후 시군구에서 검토를 거쳐 융자 추천 통지를 해주고, 이후 신청자는 금융기관인 KB국민은행에 방문하여 융자를 신청해야 합니다. 금융기관 여신규정에 따라 대여 여부가 결정됩니다. 이와 관련한 제도는 장애인 자립자금 대여입니다. 참고해주세요."
"제가 사무보조기기 구입 자금이 필요한데, 장애인 자립자금 대여로 지원받을 수 있나요?","네, 사무보조기기 구입비도 장애인 자립자금 대여를 통해 지원받을 수 있습니다. 이와 관련한 제도는 장애인 자립자금 대여입니다. 참고해주세요."
장애인 자립자금 대여 서비스의 상환 조건을 알려주세요.,무보증 및 담보 대출 모두 5년 거치 후 5년 동안 분할 상환하는 조건으로 대출을 받을 수 있습니다. 이와 관련한 제도는 장애인 자립자금 대여입니다. 참고해주세요.
저는 스스로 재활 훈련을 위한 보조기구를 구입하려고 해요. 장애인 자립자금을 이용할 수 있나요?,"네, 기능회복 훈련에 필요한 장애인보조기구 구입비용 역시 장애인 자립자금 대여를 통해 지원받을 수 있습니다. 이와 관련한 제도는 장애인 자립자금 대여입니다. 참고해주세요."
장애인 자립자금 대여의 금리가 얼마인가요?,장애인 자립자금 대여는 최대 2%의 저금리로 대출이 이루어집니다. 자세한 상담을 위해서는 주민센터 또는 보건복지상담센터에 문의하시길 바랍니다. 이와 관련한 제도는 장애인 자립자금 대여입니다. 참고해주세요.
장애인 자립자금 대여를 신청하고 싶어요. 필요한 서류는 무엇인가요?,"필요한 서류는 읍면동 주민센터(행정복지센터)에 문의하시거나, 온라인 복지로 누리집에서 확인할 수 있습니다. 구체적인 서류 내용은 담당 기관에 따라 상이할 수 있으니 사전에 확인해주세요. 이와 관련한 제도는 장애인 자립자금 대여입니다. 참고해주세요."
자립자금 대여 시 재산세가 2만원 이상이면 무보증 대출이 가능하다는 것은 무슨 뜻인가요?,"재산세가 연간 2만 원 이상인 경우 또는 연간 소득이 600만 원 이상인 경우, 담보 없이도 최대 1,200만 원까지 대출을 받을 수 있다는 의미입니다. 이와 관련한 제도는 장애인 자립자금 대여입니다. 참고해주세요."
장애를 가진 청소년도 직업능력개발 훈련을 받을 수 있나요?,"네, 만 15세 이상의 장애인이라면 소정의 입학절차를 통과하면 직업능력개발 훈련을 받을 수 있습니다. 이와 관련한 제도는 장애인 직업능력개발 운영(훈련수당)입니다. 참고해주세요."
직업능력 훈련과정 중에 교통비 지원은 어떻게 이루어지나요?,기숙사에서 생활하지 않고 통학하는 훈련생들에게는 월 최대 5만 원의 교통비가 지원됩니다. 이와 관련한 제도는 장애인 직업능력개발 운영(훈련수당)입니다. 참고해주세요.
국가에서 지원하는 장애인직업훈련에 지원하려면 어디로 신청해야 하나요?,한국장애인고용공단의 지역본부(지사) 또는 직업능력개발원에 신청하여 지원받을 수 있습니다. 이와 관련한 제도는 장애인 직업능력개발 운영(훈련수당)입니다. 참고해주세요.
훈련 참여자들에게 식비가 지급되는 기준이 궁금합니다.,"1일 5시간 이상, 월평균 100시간 이상 훈련 참여자 중에서 훈련기관에서 식사가 제공되지 않는 경우 또는 개별적 사정으로 식사 대신 식비를 지급받길 희망하는 경우 월 최대 6만 6,000 원이 지급됩니다. 이와 관련한 제도는 장애인 직업능력개발 운영(훈련수당)입니다. 참고해주세요."
"취업성공패키지에 참여하고 싶은데, 연령 제한이 있나요?",취업성공패키지 참여자는 만 18세 이상 69세 이하의 1단계 이수자가 대상입니다. 이와 관련한 제도는 장애인 직업능력개발 운영(훈련수당)입니다. 참고해주세요.
"한 달 동안의 훈련을 마쳤을 때, 훈련수당은 어떻게 지급되나요?",훈련수당은 1개월의 훈련을 마친 후 신청서 제출부터 14일 이내에 월 1회 지급됩니다. 이와 관련한 제도는 장애인 직업능력개발 운영(훈련수당)입니다. 참고해주세요.
개인이 희망하는 특정 직종의 훈련과정을 선택할 수도 있나요?,"네, 가능합니다. 공단에서는 기계, 전자, 디자인 등 다양한 국가 기간·전략산업 직종과 장애인 취업에 유리한 직종의 훈련 과정을 운영하고 있으며 개인의 희망에 맞춰 선택할 수 있습니다. 이와 관련한 제도는 장애인 직업능력개발 운영(훈련수당)입니다. 참고해주세요."
기계나 전자 분야와 같은 특정 훈련 직종을 확인하고 싶다면 어떻게 해야 하나요?,공단이 운영 중인 직업능력개발 훈련 직종은 한국장애인고용공단의 공식 누리집에서 확인하실 수 있습니다. 이와 관련한 제도는 장애인 직업능력개발 운영(훈련수당)입니다. 참고해주세요.
