,Question,Answer,Documents
524,한국에너지공단에서 하는 신재생에너지 관련 서비스에 대해 알고 싶어요.,한국에너지공단 신재생에너지센터에서 신재생에너지 설치 지원 서비스를 제공하고 있습니다. 전화번호 1855-3020으로 연락하시거나 https://knrec.energy.or.kr/home 에서 더 많은 정보를 확인하실 수 있습니다.,신재생에너지센터
525,태양광 패널 설치 비용 지원을 받으려면 어디에 문의해야 하는 거죠?,"태양광 패널 설치 비용 지원과 관련된 문의는 한국에너지공단 신재생에너지센터로 하실 수 있습니다. 그들의 연락처는 1855-3020이며, 자세한 정보는 https://knrec.energy.or.kr/home 에서 찾아볼 수 있습니다.",신재생에너지센터
526,"제가 듣기로는 신재생에너지 설치에 도움을 주는 프로그램이 있다고 하던데, 상세 정보를 어떻게 알아볼까요?","네, 실제로 한국에너지공단의 신재생에너지센터에서는 신재생에너지 설치 지원 프로그램을 운영하고 있습니다. 이에 대한 상세 정보는 1855-3020번으로 전화하시거나 https://knrec.energy.or.kr/home 웹사이트를 방문하시면 확인할 수 있습니다.",신재생에너지센터
527,정부에서 제공하는 풍력 발전 설치 지원에 대해 듣고 싶습니다. 어디에서 안내를 받을 수 있나요?,정부의 풍력 발전 설치 지원에 관련된 정보는 한국에너지공단 신재생에너지센터에서 제공하고 있습니다. 문의하고자 하시면 1855-3020번으로 전화하거나 https://knrec.energy.or.kr/home 웹사이트를 방문해보세요.,신재생에너지센터
528,지속 가능한 에너지 사용을 위해 정부 지원을 받고 싶습니다. 구체적으로 어느 기관에 문의해야 할까요?,"지속 가능한 에너지 사용을 위한 정부 지원에 관해서는 한국에너지공단 신재생에너지센터에 문의하실 것을 권장합니다. 관련 문의를 위한 전화번호는 1855-3020이며, 더 많은 정보를 원하신다면 https://knrec.energy.or.kr/home 웹사이트를 참조하시면 됩니다.",신재생에너지센터
529,기본생활을 보장받는 분들이 쌀을 구입할 때 어떤 혜택을 받을 수 있나요?,기초생활수급자와 차상위계층은 쌀 할인판매 정책의 혜택을 받을 수 있어요. 이 정책을 통해 양곡을 저렴한 가격에 구입할 수 있습니다.,쌀 할인판매 (양곡할인)
530,우리 가족이 올해로 차상위계층에 해당됩니다. 어떤 식료품 비용 지원을 받을 수 있나요?,차상위계층 가정은 '쌀 할인판매' 제도를 통해 필요한 식료품 중 하나인 쌀을 할인된 가격으로 구매할 수 있습니다. 이 제도는 귀하와 같은 사례에 도움이 될 수 있어요.,쌀 할인판매 (양곡할인)
531,저소득층을 위한 양곡구매 지원 제도에 대해 설명해주실 수 있나요?,"저소득층을 위한 양곡구매 지원 제도인 '쌀 할인판매'는 기초생활수급자 및 차상위계층을 대상으로 하며, 이들이 양곡을 보다 저렴한 가격으로 구입할 수 있도록 돕는 제도입니다.",쌀 할인판매 (양곡할인)
532,생계급여 또는 의료급여 수급자가 제도 적용을 받아 쌀을 구입하려 할 때 한 포대당 지불해야 하는 금액은 얼마인가요?,"생계급여 또는 의료급여 수급자가 쌀 할인판매를 통해 양곡을 구입할 경우, 개인이 부담해야 하는 금액은 10kg 1포당 2,500원입니다.",쌀 할인판매 (양곡할인)
533,"주거급여 수급자가 쌀 할인판매 제도를 이용할 때, 10kg짜리 쌀 한 포대를 살 때는 몇 원을 내야 하나요?","주거급여 수급자가 쌀 할인판매 제도를 통해 양곡을 구매할 의향이 있다면, 10kg짜리 쌀 한 포대를 구입하기 위해 지불해야 하는 금액은 10,000원입니다.",쌀 할인판매 (양곡할인)
534,"차상위계층 가구가 정부의 양곡 할인 제도를 통해 쌀을 구입하려 한다면, 개인이 부담해야 할 금액은 어떻게 되나요?","차상위계층 가구가 양곡 할인 제도를 활용하여 쌀을 구매하고자 한다면, 10kg짜리 쌀 한 포대에 대해 개인이 부담해야 하는 비용은 10,000원입니다.",쌀 할인판매 (양곡할인)
535,양곡 할인 제도의 쌀 공급가격은 어떻게 책정되어 있나요?,"양곡 할인 제도에서는 생계·의료급여 수급자의 경우 기준가의 60% 이상 90% 이하로 할인하여, 10kg당 2,500원에 제공되며, 주거·교육급여 수급자와 차상위계층은 10kg당 10,000원에 공급됩니다.",쌀 할인판매 (양곡할인)
536,어떤 계층의 사람들이 쌀 할인판매 제도를 이용할 수 있나요?,"쌀 할인판매 제도는 생계·의료급여 수급자, 주거·교육급여 수급자 및 차상위계층이 이용할 수 있습니다.",쌀 할인판매 (양곡할인)
537,정부 지원을 받아 할인된 가격으로 쌀을 구매할 수 있는 제도의 정식 명칭은 무엇인가요?,정부 지원으로 할인된 가격에 쌀을 구매할 수 있는 제도의 정식 명칭은 '쌀 할인판매' 제도입니다.,쌀 할인판매 (양곡할인)
538,양곡할인 혜택을 받기 위해 어디로 신청해야 하나요?,양곡할인을 받기 위해서는 가까운 읍면동 주민센터(행정복지센터)에 직접 방문해서 신청하시면 됩니다.,쌀 할인판매 (양곡할인)
539,지역 내 읍면동 주민센터에서 무엇을 신청할 수 있나요?,지역 내 읍면동 주민센터(행정복지센터)에서는 쌀 할인판매(양곡할인) 신청을 할 수 있습니다.,쌀 할인판매 (양곡할인)
540,저소득층 쌀 지원을 위한 프로그램 신청은 어떻게 하나요?,저소득층을 지원하는 쌀 할인판매(양곡할인) 프로그램 신청은 가까운 읍면동 주민센터(행정복지센터)에서 하실 수 있습니다.,쌀 할인판매 (양곡할인)
541,제 가까운 주민센터에서 쌀 할인 구매가 가능한지 알고 싶어요. 어떻게 해야 하나요?,거주지 읍면동 주민센터(행정복지센터)로 방문하거나 전화 문의를 통해 쌀 할인 구매에 대한 안내를 받으실 수 있습니다. 그 곳에서 상세한 절차와 필요한 정보를 안내해 줄 것입니다.,쌀 할인판매 (양곡할인)
542,양곡할인을 받으려면 어디로 연락해야 하나요?,"양곡할인에 대한 문의는 거주하시는 지역의 읍면동 주민센터(행정복지센터)로 하시면 됩니다. 해당 센터에서는 할인 조건, 과정 등을 상세히 설명해 줄 것입니다.",쌀 할인판매 (양곡할인)
543,"쌀을 좀 더 저렴하게 구입할 수 있는 방법을 찾고 있는데, 주민센터에서 도움을 받을 수 있을까요?","네, 주민센터에서는 쌀을 할인된 가격으로 구입할 수 있는 정보를 제공합니다. 거주하시는 읍면동 행정복지센터에 문의하여 구체적인 방법과 조건을 확인하실 수 있습니다.",쌀 할인판매 (양곡할인)
544,에너지 취약계층이 무상으로 고효율 조명기기를 교체받을 수 있는 방법이 있나요?,"네, 기초생활수급자와 차상위계층 가구, 영구임대주택 거주자, 그리고 사회복지시설에 계신 분들은 에너지 취약계층 고효율조명기기 무상교체 지원을 받을 수 있습니다.",에너지 취약계층 고효율조명기기 무상교체 지원
545,영구임대주택에 사는데 집안의 조명기기를 새 것으로 바꾸고 싶어요. 어떤 지원을 받을 수 있나요?,"영구임대주택 입주민도 에너지 취약계층 고효율조명기기 무상교체 지원 대상에 포함되니, 이 프로그램을 통해 조명기기를 새롭게 교체할 수 있는 지원을 받으실 수 있습니다.",에너지 취약계층 고효율조명기기 무상교체 지원
546,사회복지시설에 거주하는데 시설 내 조명이 오래되었습니다. 교체를 지원받을 수 있는 정책이 있나요?,사회복지시설 거주자 또한 에너지 취약계층 고효율조명기기 무상교체 지원 정책의 혜택을 받을 수 있으니 해당 프로그램을 통해 조명기기 교체를 지원받으실 수 있습니다.,에너지 취약계층 고효율조명기기 무상교체 지원
547,"에너지 취약계층을 위한 조명기기 교체 지원 서비스가 있다고 들었는데, 신청 방법을 알 수 있을까요?",에너지 취약계층을 대상으로 한 고효율조명기기 무상교체 지원 서비스는 관할 지자체나 주요 관련 기관을 통해 신청할 수 있습니다. 각 지자체의 홈페이지나 콜센터를 확인하시면 구체적인 절차와 필요 서류에 대해 안내받을 수 있습니다.,에너지 취약계층 고효율조명기기 무상교체 지원
548,저소득층에게 무료로 LED 전구를 제공해준다고 들었어요. 혹시 어떤 기준으로 대상자를 선정하나요?,"LED 전구 무상 제공 서비스는 소득인정액 기준이나 에너지 사용량 등을 토대로 에너지 취약계층을 선정합니다. 구체적인 기준은 지자체에 따라 다를 수 있으므로, 상세한 정보는 거주하시는 지역의 관할 기관에 문의하시는 것이 좋습니다.",에너지 취약계층 고효율조명기기 무상교체 지원
549,우리 집 백열전구를 LED로 교체하고 싶어요. 정부 지원이 가능한가요?,"네, 에너지 취약계층을 위한 지원 정책에 해당하신다면, 정부에서 백열전구를 LED로 교체하는 데 드는 비용을 지원받으실 수 있습니다. 신청 절차와 자격 요건은 가까운 지자체에서 확인할 수 있습니다.",에너지 취약계층 고효율조명기기 무상교체 지원
550,"저효율 조명을 LED로 바꾸는 데 드는 비용을 정부에서 지원해준다고 들었는데, 어디에서 신청하나요?","저효율 조명기기를 LED로 교체하는 비용을 지원받기 위해서는 거주하시는 지역의 시청 또는 구청에 관련된 공고를 참고하거나, 직접 방문하셔서 신청하실 수 있습니다. 온라인으로 신청 가능한 경우도 있으니, 지자체의 고객센터로 문의하시는 것이 확실합니다.",에너지 취약계층 고효율조명기기 무상교체 지원
551,"형광등을 사용 중인데, 이를 LED로 바꿀 수 있는 복지 서비스가 있다고 하던데 사실인가요?","맞습니다, 에너지 취약계층의 경우 형광등과 같은 저효율 조명기기를 LED로 교체하는 서비스를 이용하실 수 있습니다. 해당 서비스의 자격 조건과 자세한 정보는 지자체 또는 복지관련 기관을 통해 안내받으실 수 있습니다.",에너지 취약계층 고효율조명기기 무상교체 지원
552,다운라이트도 LED로 교체할 때 정부 지원을 받을 수 있나요?,"네, 에너지 취약계층에 속하시면 다운라이트와 같은 저효율 조명도 LED로 교체할 때 지원을 받으실 수 있습니다. 이에 대한 신청 방법과 자격 조건은 해당 지자체를 통해 확인하실 수 있습니다.",에너지 취약계층 고효율조명기기 무상교체 지원
553,지원 대상이 되는 가구들은 에너지 취약계층 고효율조명기기 무상교체 지원을 받기 위해 어떻게 해야 하나요?,"수급권자 가구나 영구임대주택에 거주하시는 경우, 해당 지역의 시군구 에너지 담당부서에 연락하여 지원받으실 수 있습니다.",에너지 취약계층 고효율조명기기 무상교체 지원
554,시군구 에너지 담당부서가 어떤 역할을 하는지 구체적으로 알고 싶어요.,시군구 에너지 담당부서는 에너지 취약계층이 거주하는 가정과 사회복지시설을 대상으로 고효율조명기기 무상교체 지원 대상을 발굴하고 지원하는 관련 업무를 수행하게 됩니다.,에너지 취약계층 고효율조명기기 무상교체 지원
